premise	hypothesis	label
Well, I didn't think about that either, but I didn't like it, so I went back and talked to him.	I did not say another word.	2
Well, I didn't think about that either, but I didn't like it, so I went back and talked to him.	I was so nervous that I just started talking to her again.	0
Well, I didn't think about that either, but I didn't like it, so I went back and talked to him.	We had a heated argument.	1
I was told that when they finished, they would bring me the one whom I would meet.	I wasn't told that I'd ever meet anyone.	2
I was told that when they finished, they would bring me the one whom I would meet.	I was told that a young man was called to meet me.	0
I was told that when they finished, they would bring me the one whom I would meet.	It took him a while to get here.	1
We have much to say about this, but I am unable to venture to speak in detail.	I would like to tell you everything I know about him.	2
We have much to say about this, but I am unable to venture to speak in detail.	With regard to these matters, I fear that you will be greatly distressed at what I am about to write to you.	0
We have much to say about this, but I am unable to venture to speak in detail.	I won't go into the history of that city because there's too much to say about it.	1
So I don't really know why.	That's not why it happened.	2
So I don't really know why.	I don't know why he left school.	1
So I don't really know why.	I don't know why he left school.	0
I'm the only one who can do the uh, the repair work, the cold-room test.	I'm glad I'm the only one who can use the keyboard for the tests.	1
I'm the only one who can do the uh, the repair work, the cold-room test.	The tests were conducted in the cold room.	0
I'm the only one who can do the uh, the repair work, the cold-room test.	Some of us ran off with the corrections for the test.	2
I'm not, uh, a retired police officer, as Rick said.	I'm still working today.	2
I'm not, uh, a retired police officer, as Rick said.	I retired in 2002.	1
I'm not, uh, a retired police officer, as Rick said.	Rick told you I was resting.	0
I have some credit cards on my desk and, yes, they belong to a Cutty machin-chose, as the businessman is called.	Cutty's monthly salary was $10,000	1
I have some credit cards on my desk and, yes, they belong to a Cutty machin-chose, as the businessman is called.	I had a brother named Cutty	0
I have some credit cards on my desk and, yes, they belong to a Cutty machin-chose, as the businessman is called.	We had no customers other than Cutty.	2
The girl who can help me is on the other side of town.	The virgin who needed my help gave birth to a child here.	0
The girl who can help me is on the other side of town.	The girl who will help me is 5 miles from here.	1
The girl who can help me is on the other side of town.	No one could help me.	2
They do not distinguish between those who go out in the field and those who are part of the household, but the difference is...	They urged them to work in the vineyards.	2
They do not distinguish between those who go out in the field and those who are part of the household, but the difference is...	They could not agree among themselves as to which of them would be the gardener and which the householder.	0
They do not distinguish between those who go out in the field and those who are part of the household, but the difference is...	So the disciples began to wonder among themselves which of them would be the one to pick it up.	1
I mean, they had five children, one of whom died.	All their children survived.	2
I mean, they had five children, one of whom died.	One out of every five babies is stillborn.	0
I mean, they had five children, one of whom died.	The child who died was born with a disability.	1
She said she had tears in her eyes, and they said that Joe had come to the rescue.	As he spoke, tears welled up in his eyes.	0
She said she had tears in her eyes, and they said that Joe had come to the rescue.	As she pulled Joe out of the shelter, she burst into tears.	2
She said she had tears in her eyes, and they said that Joe had come to the rescue.	She was so happy to see Joe that she burst into tears	1
If the airplane is still on fire, why, if uh, it's on fire and some of the fuel is burning and the power of the light is going out.	The energy of light can be trapped in flames.	1
If the airplane is still on fire, why, if uh, it's on fire and some of the fuel is burning and the power of the light is going out.	When the plane went down, the electricity was generated by a short circuit.	0
If the airplane is still on fire, why, if uh, it's on fire and some of the fuel is burning and the power of the light is going out.	The force of the light cannot escape the flames.	2
This is Officer Clem Francis, retired from the US Air Force.	The colonel is a retired US Air Force officer	0
This is Officer Clem Francis, retired from the US Air Force.	This was just a few days after the Great Man had taken his rest.	1
This is Officer Clem Francis, retired from the US Air Force.	The U.S. army officer began his work this week.	2
Two or three in the night shall go forth, and they shall not know whither they go.	Flights arriving in the same season are more than one.	0
Two or three in the night shall go forth, and they shall not know whither they go.	The proliferation of air travel is a problem.	1
Two or three in the night shall go forth, and they shall not know whither they go.	No planes ever came.	2
Then they cast lots to decide which of them should wear the tunic, and I took a long time to decide which should wear the tunic.	Construction for full use of the lunar facilities took three months to complete	1
Then they cast lots to decide which of them should wear the tunic, and I took a long time to decide which should wear the tunic.	It takes time to prepare for the use of airless menstrual cups.	0
Then they cast lots to decide which of them should wear the tunic, and I took a long time to decide which should wear the tunic.	We can prepare you to wear airtight clothing from now until you die	2
I would argue that it is safer to move objects into the room, since it is not possible to lift them, let alone force them to the floor.	The pilot put out the fire.	1
I would argue that it is safer to move objects into the room, since it is not possible to lift them, let alone force them to the floor.	No one has the right to make things happen for you	0
I would argue that it is safer to move objects into the room, since it is not possible to lift them, let alone force them to the floor.	There is a great deal of skill in making things work.	2
And that's exactly what I'm doing.	I don't know what it's like for you.	2
And that's exactly what I'm doing.	It is my will to do it.	0
And that's exactly what I'm doing.	I'm trying to figure out what I'm going to do next week.	1
Moreover, animals, especially goats, are attracted to the sun.	The goats leave the enclosure every day.	1
Moreover, animals, especially goats, are attracted to the sun.	Goats fly regularly.	0
Moreover, animals, especially goats, are attracted to the sun.	The goats were kept safe and healthy.	2
When we entered, the doors were already locked.	All the doors were open.	2
When we entered, the doors were already locked.	We have the keys.	1
When we entered, the doors were already locked.	We climbed aboard and put out to sea. The doors were locked, and the rest of the ship was in shambles.	0
Well, I was just trying to put the speakers in the trash.	I know that I will receive it as soon as I have deposited my debts with the church.	1
Well, I was just trying to put the speakers in the trash.	For I am not acquainted with the customs of this people. Therefore, I beg you to clarify these matters for me.	2
Well, I was just trying to put the speakers in the trash.	I will evaluate it according to your answers.	0
And it's the way the mothers drank the poison.	The mothers were alcoholics.	1
And it's the way the mothers drank the poison.	Do not prescribe medication or give it to the mother.	2
And it's the way the mothers drank the poison.	The mothers are cooking poison	0
Yes, it's really good. Is it raining?	The rain doesn't bother me.	1
Yes, it's really good. Is it raining?	The land is clean and well-watered.	0
Yes, it's really good. Is it raining?	How sad it is to be burned alive!	2
Or what can a man give in exchange for his soul?	Every life is important in order to be ashamed of it; no and to be given a new chance.	1
Or what can a man give in exchange for his soul?	No human is worthy of receiving a second chance.	2
Or what can a man give in exchange for his soul?	Apart from salvation, life is precious.	0
It created a big problem in their thinking	I've never seen such a problem with gambling.	1
It created a big problem in their thinking	The problem is not the sword.	2
It created a big problem in their thinking	This unscrupulous marketing has created a problem.	0
It's a strange thing to do, and I'm not sure they're authorized to do it.	I am not surprised that they showed mercy.	2
It's a strange thing to do, and I'm not sure they're authorized to do it.	I was amazed that they were allowed to take food and drink from it.	1
It's a strange thing to do, and I'm not sure they're authorized to do it.	To my surprise, they got away with it.	0
Oh, and by the way, my kids are twenty-one and twenty-four now, so I'm not going to	I don't need this, because my sons are over twenty years old.	0
Oh, and by the way, my kids are twenty-one and twenty-four now, so I'm not going to	I can accept them because they are close to each other.	1
Oh, and by the way, my kids are twenty-one and twenty-four now, so I'm not going to	Why, two are better than one, and two are better than two!	2
Yes, those who may sit at any time or who may despise the judgment if it is pronounced against them,	Yes, the ones who might not be able to make the best decisions.	0
Yes, those who may sit at any time or who may despise the judgment if it is pronounced against them,	Yes, those who are not starving.	1
Yes, those who may sit at any time or who may despise the judgment if it is pronounced against them,	He hates people who have never lost their sense of justice.	2
They have not yet come, they are on their way, they have traveled from the ends of the earth.	They have been involved in mountaineering since 1970.	0
They have not yet come, they are on their way, they have traveled from the ends of the earth.	They enjoy hiking.	1
They have not yet come, they are on their way, they have traveled from the ends of the earth.	They recently completed their mountaineering tour.	2
why do you do aerobics	Can he explain how you do aerobics?	0
why do you do aerobics	Aerobics appealed to me because I had to do something that involved the muscles of the heart.	1
why do you do aerobics	Please stop talking about aerobics.	2
Well, this one's better, but I don't think this one is.	It's a vicious thought that I let go of last week.	2
Well, this one's better, but I don't think this one is.	It was important.	0
Well, this one's better, but I don't think this one is.	It's important that you don't do what you don't want to do.	1
There are two funerals a week, called elders' day, but she goes to the elders' place.	The nursery is open daily only to children under five years of age.	2
There are two funerals a week, called elders' day, but she goes to the elders' place.	In fact, they are released twice a week if the elders agree.	1
There are two funerals a week, called elders' day, but she goes to the elders' place.	They were the poorest of the elderly and were known as the elder's residence.	0
This is their goal oh	That's what you're trying to do.	0
This is their goal oh	They never asked for such a thing.	2
This is their goal oh	They achieved their goal.	1
If you're going to hold a gun, you have to use both hands.	Half of all unused guns are from single-handed use.	1
If you're going to hold a gun, you have to use both hands.	The ideal position for using a firearm is to use two feet.	2
If you're going to hold a gun, you have to use both hands.	If you want to handle a gun well, you need to use both hands.	0
Suddenly a man opened the door - I don't know where he came from - and he opened the door for me.	I don't know where this guy is from, but he's smart.	0
Suddenly a man opened the door - I don't know where he came from - and he opened the door for me.	It comes quickly, and I don't know where it comes from.	1
Suddenly a man opened the door - I don't know where he came from - and he opened the door for me.	The day of the Lord will come like a wolf, and he will not delay.	2
No, to be honest, I don't know him, I don't think	I don't know much about him.	0
No, to be honest, I don't know him, I don't think	I'm an idiot when it comes to love	1
No, to be honest, I don't know him, I don't think	I have been blessing him for many years.	2
Yeah, they're really nice people, you know.	I think he knows he's a thief.	1
Yeah, they're really nice people, you know.	No, he's very happy.	2
Yeah, they're really nice people, you know.	yes, he's a very good man	0
yes, he suggested that you use uh one shoe	She suggested that you buy a vacuum cleaner	2
yes, he suggested that you use uh one shoe	He stretched it out to find a stumbling block	0
yes, he suggested that you use uh one shoe	He wanted to build a boat with earthenware	1
There's no peace in this place, and right now there's gunfire on a tower about three blocks away from us.	The collision happened 100 miles away from me.	2
There's no peace in this place, and right now there's gunfire on a tower about three blocks away from us.	The mob was so close to my house that I was not allowed to leave.	1
There's no peace in this place, and right now there's gunfire on a tower about three blocks away from us.	I've been shot at, and frankly, this is not a safe place.	0
uh-huh the words didn't quite make sense	I don't agree with you, but it makes sense.	2
uh-huh the words didn't quite make sense	I thought it was right because of her intelligence.	1
uh-huh the words didn't quite make sense	You're right, they don't want to hear it.	0
I'm trying to hold on to it	I'm trying to hold on to it	0
I'm trying to hold on to it	I'm doing my own thing	1
I'm trying to hold on to it	I'll forget this and never look back	2
We are stepping up our involvement in technology	We are building the necessary infrastructure to enter the information technology sector	0
We are stepping up our involvement in technology	"How many times have you boasted to yourselves, ""We are out of our mind"", as it were?"	1
We are stepping up our involvement in technology	We don't want to let technology win.	2
For example, at high altitude, the eyebrows will turn purple	At high altitude, only half of the eyeballs will turn purple	2
For example, at high altitude, the eyebrows will turn purple	It is possible for the glands to change color spontaneously	0
For example, at high altitude, the eyebrows will turn purple	Some days people's eyes will turn blue	1
Daniel Yamins was a talented young surfer	M. Yamins stood up in a very shaky voice.	0
Daniel Yamins was a talented young surfer	M. Yamins devoted himself to the study of flint	1
Daniel Yamins was a talented young surfer	M. Yamins's was a great artist but not a great mathematician	2
And if so, why not do so again and again?	I know they never get near the border.	2
And if so, why not do so again and again?	I wonder, do you live in England often?	1
And if so, why not do so again and again?	The speaker wanted to give an account of how often they came close to their goal	0
And I think that there's something about living things on Earth that makes them breed directly because of the fact that they're fighting for survival for an ever-growing generation.	The earth's ecosystem is constantly changing	0
And I think that there's something about living things on Earth that makes them breed directly because of the fact that they're fighting for survival for an ever-growing generation.	Earth's life cycle depends on the presence of fire	1
And I think that there's something about living things on Earth that makes them breed directly because of the fact that they're fighting for survival for an ever-growing generation.	The earth's ecosystems never change	2
Due to this limitation, no mirror can accommodate a lot of information	Rectangular mirrors are heavy-duty keys	2
Due to this limitation, no mirror can accommodate a lot of information	Correct mirrors are bad for your eyesight	0
Due to this limitation, no mirror can accommodate a lot of information	Other keyboards were mounted on wooden panels to record geographical information via light beams	1
Therefore, it is not advisable for adults to teach magic to children who are just starting out, such as performing certain dances and helping them with puzzles and the like.	children who are old enough to walk on their hands and knees are too young to be trusted to play games that are more artistic than those that are more casual	2
Therefore, it is not advisable for adults to teach magic to children who are just starting out, such as performing certain dances and helping them with puzzles and the like.	Children who are old enough to go to kindergarten don't need much help to learn how to do magic	0
Therefore, it is not advisable for adults to teach magic to children who are just starting out, such as performing certain dances and helping them with puzzles and the like.	Children who are about to wear bracelets do not have a sense of place so they can do puzzles without adult help	1
[This nation] was founded on the principle that all men are equal	There are many other scriptures that speak of this.	1
[This nation] was founded on the principle that all men are equal	Some believe that all people are equal	0
[This nation] was founded on the principle that all men are equal	Some people are better than others because of their faith.	2
How much more should I praise him?	I'm pretty sure I'm going to win this chess game	2
How much more should I praise him?	I say this to my conscience: Did they even need to be reminded of this?	0
How much more should I praise him?	How much more should I commend him for his skill at playing the harp?	1
symmetrical connections can be constructed at different lengths	Other distances can be used to construct a lattice for the spin symmetries	0
symmetrical connections can be constructed at different lengths	Spin's sympathies are vital to the counsel that deals with addiction	1
symmetrical connections can be constructed at different lengths	The spin axes cannot be thought of in terms of different lengths	2
(and nervously) no, no, I don't want you to die!	I don't want you to die!	0
(and nervously) no, no, I don't want you to die!	When you die, you don't cry!	2
(and nervously) no, no, I don't want you to die!	How sad I would be if you died!	1
He was publicly hanged on January 19, 1875, in San Jose, California	Public telegraphy in California came to an end in 1875	0
He was publicly hanged on January 19, 1875, in San Jose, California	When they heard this, they let him go. They found no basis for a charge against this man to be brought against Jesus.	2
He was publicly hanged on January 19, 1875, in San Jose, California	He was chained for galloping into battle on a black horse.	1
In the midst of this commotion, the lightning bolts cut through the rocks	The rocks are dark blue and dried up like garbage	2
In the midst of this commotion, the lightning bolts cut through the rocks	But there were some rocks in the sea, and the ship was being tossed aside by the waves.	1
In the midst of this commotion, the lightning bolts cut through the rocks	The rocks are dry and look like they've been washed away	0
A new legal system hoping to escape the turmoil of the 1860' s	In the 1870s, the entire legal system was overwhelming and the city was under democratic rule	2
A new legal system hoping to escape the turmoil of the 1860' s	The 1890's were a turbulent time	0
A new legal system hoping to escape the turmoil of the 1860' s	The new law seeks to extend the labor laws.	1
To him, all greatness comes from the interaction between a child and a representative of his ignorance in a work of art.	Children do not grow up to use reason.	2
To him, all greatness comes from the interaction between a child and a representative of his ignorance in a work of art.	Fishing is a common occupation in many communities.	1
To him, all greatness comes from the interaction between a child and a representative of his ignorance in a work of art.	Speed is essential for the exchange of high-quality ideas.	0
Rezadores or rezadoras, spiritual masters in some villages, who lead the congregation in funeral rites, feasts of saints, and solemnities if the priest is not present.	There was no congregation without high priests.	2
Rezadores or rezadoras, spiritual masters in some villages, who lead the congregation in funeral rites, feasts of saints, and solemnities if the priest is not present.	In some villages there are spiritual men who are not priests.	0
Rezadores or rezadoras, spiritual masters in some villages, who lead the congregation in funeral rites, feasts of saints, and solemnities if the priest is not present.	Some ghosts have black hair	1
In times of great stress, the opportunity to keep things organized will help children to understand the common and uncommon desires, beliefs, and emotions of others.	Children can learn to see similarities and differences between people	0
In times of great stress, the opportunity to keep things organized will help children to understand the common and uncommon desires, beliefs, and emotions of others.	Children will be able to dance to a high pitch that is different for different races.	1
In times of great stress, the opportunity to keep things organized will help children to understand the common and uncommon desires, beliefs, and emotions of others.	Children cannot learn anything.	2
I was the eldest member of the post-war foundation of Dzemeni, which was the most oppressive thing for the Nazi regime.	The Nazi regime allowed this.	2
I was the eldest member of the post-war foundation of Dzemeni, which was the most oppressive thing for the Nazi regime.	All those involved were executed by the Nazi regime.	1
I was the eldest member of the post-war foundation of Dzemeni, which was the most oppressive thing for the Nazi regime.	This was forbidden by the Nazi regime.	0
Sonja began to imitate her daughter's illness	No one's trying to be tough.	2
Sonja began to imitate her daughter's illness	Sonja was just a child.	0
Sonja began to imitate her daughter's illness	Sonja is not happy.	1
6 in the fifty-five years preceding the Civil War, the Confederacy exercised this power with ingenuity	During the ten years before the Civil War, the Confederacy exercised this power.	0
6 in the fifty-five years preceding the Civil War, the Confederacy exercised this power with ingenuity	During the fifty-five years that preceded the civil war, the furnace used this power four times.	1
6 in the fifty-five years preceding the Civil War, the Confederacy exercised this power with ingenuity	At the fifty-five kilometers leading to the city, the flames ignited five million times this power.	2
I confess to you, Lord, that I have been told all these things.	I told you I knew all this.	0
I confess to you, Lord, that I have been told all these things.	I was told the name of the guard.	1
I confess to you, Lord, that I have been told all these things.	There was so much information that was hidden from me.	2
The skirmishes confused General Blood in his tortured dreams.	Captain Blood can think of something that irritates him incessantly.	2
The skirmishes confused General Blood in his tortured dreams.	General Blood's thinking was interrupted by a series of explosions.	0
The skirmishes confused General Blood in his tortured dreams.	The dog's cry roused the army commander from his thinking.	1
But I will never forget that when I was nothing more than a slave to your uncle in Barbados, you disrespected me	You showed me kindness when I was a slave in Barbados.	0
But I will never forget that when I was nothing more than a slave to your uncle in Barbados, you disrespected me	He hath turned against me, he hath laid a stumbling-block for my feet.	2
But I will never forget that when I was nothing more than a slave to your uncle in Barbados, you disrespected me	When I was your uncle, he beat me every day.	1
The land was about three miles [about 10 km] away, and the grasslands were like a wall in the winter.	Gorgeous sculptures appeared on the stage.	0
The land was about three miles [about 10 km] away, and the grasslands were like a wall in the winter.	No one lives on the island where they are being treated.	1
The land was about three miles [about 10 km] away, and the grasslands were like a wall in the winter.	There was no land in sight for miles around, just the house in the distance.	2
I am an envoy of His Majesty the King and a noble relative of Sunderland to this land of surgeons.	His Majesty has envoys, including me.	0
I am an envoy of His Majesty the King and a noble relative of Sunderland to this land of surgeons.	His Majesty sent me here a week ago.	1
I am an envoy of His Majesty the King and a noble relative of Sunderland to this land of surgeons.	I do not receive orders from His Majesty the King.	2
He said, I owe you this, or I think so.	I never thought I'd owe you anything.	2
He said, I owe you this, or I think so.	He owes you for the help you gave him when he was young	1
He said, I owe you this, or I think so.	He thought we were going to give you something.	0
I should have known better to get so close to Jamaica at night.	Traveling and approaching Jamaica after sundown	0
I should have known better to get so close to Jamaica at night.	Sailing on a large ship to Jamaica	1
I should have known better to get so close to Jamaica at night.	My wife and I arrived in Jamaica on a raft.	2
Blood's thoughts turned to this and other matters while on the meridian.	Blood died in an accident during surgery.	2
Blood's thoughts turned to this and other matters while on the meridian.	Blood was still thinking in his sleep.	0
Blood's thoughts turned to this and other matters while on the meridian.	Blood was thinking deeply about the last time he would see his mother.	1
I'm sure I'll tell you.	Well, let me tell you.	0
I'm sure I'll tell you.	I have opened my mouth, and I have become like a mute.	2
I'm sure I'll tell you.	You swore to me that you wouldn't tell anyone.	1
Oh, like this?	Someone asked me where I was going.	0
Oh, like this?	He was alone, and no one dared to speak to him.	2
Oh, like this?	He asks because he is in a hurry and wants to know which way to go.	1
Can I disobey the king's command?	To obey the king's command was contrary to my nature.	1
Can I disobey the king's command?	I thought a lot about the king's order.	0
Can I disobey the king's command?	I signed a letter stating that the Emperor's order would be carried out without delay.	2
He recognized the possibility that he might soon have to retreat.	He realizes that he has all day to return to the past	2
He recognized the possibility that he might soon have to retreat.	He recognized the urgency of the situation.	0
He recognized the possibility that he might soon have to retreat.	If he had stayed with them, they would have rejected him.	1
"Jesus had compassion on the man and said to him, ""Sir, for the third time in your life you did what you could not do""."	It was not pleasant news to him that he had killed so many during those three years.	1
"Jesus had compassion on the man and said to him, ""Sir, for the third time in your life you did what you could not do""."	She spoke enthusiastically about her work and personality.	2
"Jesus had compassion on the man and said to him, ""Sir, for the third time in your life you did what you could not do""."	He spoke with a gentle voice.	0
I thought that was in your best interest.	I'm sure your parents do.	0
I thought that was in your best interest.	I read about your people and your rebellion.	1
I thought that was in your best interest.	I'm sure that is not the case with many of you.	2
